['0x013121291061493421111131049241312871055370116', '0x8234523749', '爱建集团', '731914A97V77CU6', '中颖电子', '739439P60C8CSO6', '2020-11-06 10:45:43', '增值税发票', '14.69%', 370, 39557, 39927, 1, 1, '5kg', 1604630743970366700, '0x073108141561471031141213']
['0x2970431958209845954411559150911152810', '0x0219406536', '博通集成', '738070D71LJHAB5', '华测导航', '738555MC5WN8P17', '2020-11-06 10:45:43', '增值税发票', '16.16%', 672, 29006, 29678, 4, 4, '5kg', 1604630743976387300, '0x12812134823305980015']
['0x701101101568169504111121141331521121512510105', '0x0967097411', '信息发展', '732897N308J4BK4', '上海三毛', '735105XB25JAT55', '2020-11-06 10:45:43', '普通发票', '16.41%', 605, 18223, 18828, 2, 2, '9kg', 1604630743976387300, '0x1532713151213113121111287']
['0x111213513126013461154410300111272141003593013', '0x0129118887', '上海天洋', '733441WIOMYM9S4', '岱美股份', '7377832LFXY42B8', '2020-11-06 10:45:43', '增值税发票', '18.64%', 301, 38625, 38926, 3, 2, '2kg', 1604630743976387300, '0x114815711128511129215158']
['0x137107151361312152101271435126101141170941235143', '0x8615520571', '昂立教育', '7314705HCSPI4H6', '翔港科技', '737570R8NXR99FX', '2020-11-06 10:45:43', '专业发票', '11.69%', 775, 31448, 32223, 3, 4, '4kg', 1604630743977388400, '0x1141421131115151371412131']
['0x13213672123140312327371414131310686610152152', '0x5288534304', '宏达新材', '731090NISOL3SV0', '上海沪工', '735445NUVO6HK44', '2020-11-06 10:45:43', '专业发票', '18.21%', 370, 104780, 105150, 3, 1, '8kg', 1604630743977388400, '0x126232136112711206912']
['0x1251223691481010351032114951412121213141237121', '0x3437493822', '协鑫集成', '73665460YTH5UA1', '中远海能', '738928DPR7U5658', '2020-11-06 10:45:43', '增值税发票', '10.92%', 779, 107396, 108175, 1, 3, '1kg', 1604630743977388400, '0x1451093136485514114']
['0x1015157274152157101151210116488836131111186', '0x7822711294', '界龙实业', '737656V70L17144', 'ST长投', '733374B9KLS6S06', '2020-11-06 10:45:43', '专业发票', '17.22%', 1063, 23828, 24891, 1, 1, '7kg', 1604630743977388400, '0x95115325615143610797']
['0x1411121211571371066015125896221135014511028', '0x1497771007', 'ST创兴', '7355809WB7KEIF3', '嘉麟杰', '733979FK8NVYNT3', '2020-11-06 10:45:43', '专业发票', '14.96%', 455, 42363, 42818, 3, 1, '11kg', 1604630743977388400, '0x14412141413649613118151310']
['0x1011311013146484143515116131013590115153959', '0x6978058142', '昊海生科', '736326ROHSMAYW6', '协鑫集成', '73665460YTH5UA1', '2020-11-06 10:45:43', '增值税发票', '16.82%', 422, 20313, 20735, 4, 4, '1kg', 1604630743977388400, '0x4515111222265122101104']
['0x11611515512101017811603639126141397312214713', '0x3460211774', '北特科技', '7331264G7YJI7B9', '上海梅林', '730115CTYLL1220', '2020-11-06 10:45:43', '增值税发票', '17.07%', 328, 86217, 86545, 1, 1, '2kg', 1604630743977388400, '0x13013615269121146126119']
['0x891117111291346361371293121215135151314171415', '0x3143484112', '上海贝岭', '73815746CLN9IC5', '姚记科技', '734450L20PON6EX', '2020-11-06 10:45:43', '普通发票', '18.17%', 246, 22356, 22602, 2, 4, '1kg', 1604630743977388400, '0x614128111892612151092']
['0x850111331114150141121115091273866351591071468', '0x4592411006', '华东电脑', '736559JEEJJU3B7', '网达软件', '737066QDWMRRYM2', '2020-11-06 10:45:43', '普通发票', '12.4%', 111, 106297, 106408, 1, 3, '10kg', 1604630743977388400, '0x111471754710312311798']
['0x1615312101755110015275151387666151541844', '0x4361521329', '城地股份', '737145NMSSW1CK1', '置信电气', '7334654QCYJT384', '2020-11-06 10:45:43', '普通发票', '17.23%', 628, 109709, 110337, 3, 1, '3kg', 1604630743977388400, '0x21611061214164109114']
['0x43147813312914970116116841012375911037950', '0x8069378885', '美迪西', '73565890PDDO093', '锐奇股份', '739343RH42B0QG4', '2020-11-06 10:45:43', '普通发票', '14.36%', 986, 37769, 38755, 4, 2, '8kg', 1604630743977388400, '0x216100129510141462313']
['0x1151011561537911001101461091111505411715015', '0x3348129530', '永冠新材', '732606QA6Y4MCP0', '上海三毛', '735105XB25JAT55', '2020-11-06 10:45:43', '增值税发票', '11.26%', 237, 85309, 85546, 4, 2, '8kg', 1604630743977388400, '0x1113761311011311761267']
['0x10147896271051125519812141567712113110145124', '0x5554998679', '恒为科技', '7329568NWIBM1B3', '东方航空', '7385243VRE8KYG2', '2020-11-06 10:45:43', '专业发票', '10.13%', 813, 10556, 11369, 1, 3, '7kg', 1604630743977388400, '0x1015137015510106413100']
['0x1163538111521151101042512298313141166151280', '0x8312102480', '证券简称', '736763JRERB3H54', '美邦服饰', '734878VQ2382VF6', '2020-11-06 10:45:43', '增值税发票', '12.74%', 970, 61645, 62615, 4, 3, '1kg', 1604630743977388400, '0x11431013614604157015148']
['0x3141353138211013257211651910112601312791052', '0x1215786370', '格尔软件', '7356204QBST0040', '飞乐音响', '7301833GPSWEYF3', '2020-11-06 10:45:43', '专业发票', '18.1%', 240, 59456, 59696, 4, 4, '9kg', 1604630743977388400, '0x281371112613111184151426']
['0x213031012151287910157151087053131315121381311348', '0x7001811504', '菲林格尔', '7313040BPF80YMX', '思源电气', '73994732QUV1XE0', '2020-11-06 10:45:43', '专业发票', '13.91%', 490, 104036, 104526, 2, 2, '10kg', 1604630743977388400, '0x410091401329911111213']
['0x1111019111211107663148714153120721310311131012158', '0x3963365421', '润欣科技', '739937L6YA0SRD0', '申通地铁', '730357EIH33KLVX', '2020-11-06 10:45:43', '增值税发票', '14.04%', 587, 49603, 50190, 4, 1, '3kg', 1604630743978387100, '0x565204363134121551511']
['0x1331010155501531171214136771041114123914121459011', '0x5006461639', '中国海诚', '739272L15GREYJ8', '华测导航', '738555MC5WN8P17', '2020-11-06 10:45:43', '增值税发票', '14.17%', 1041, 48021, 49062, 2, 2, '4kg', 1604630743978387100, '0x832235129513111761214']
['0x52812133151514077814122814081536159641281373', '0x1407528844', '上海电气', '732454E9VPUAL76', '世茂股份', '739529HJRYA7T44', '2020-11-06 10:45:43', '专业发票', '13.82%', 788, 64324, 65112, 1, 4, '11kg', 1604630743978387100, '0x1377907106114921110107']
['0x101465732210281100115111512812991315214393103', '0x8519980140', '上海天洋', '733441WIOMYM9S4', 'ST创兴', '7355809WB7KEIF3', '2020-11-06 10:45:43', '增值税发票', '19.2%', 379, 69103, 69482, 1, 3, '5kg', 1604630743978387100, '0x1151395615361590615212']
['0x15059141426108129162088149614811515138414', '0x5080779577', '科华生物', '734551HGHYFPFA1', '上海梅林', '730115CTYLL1220', '2020-11-06 10:45:43', '普通发票', '15.82%', 282, 92834, 93116, 1, 4, '7kg', 1604630743978387100, '0x823491331512140111301314']
['0x06801357135379610715614701113131935143106', '0x2847258575', '安集科技', '737989QKUG99X21', '上海天洋', '733441WIOMYM9S4', '2020-11-06 10:45:43', '增值税发票', '12.85%', 312, 70909, 71221, 1, 1, '11kg', 1604630743978387100, '0x5399469710141411113']
['0x84144244151026911431520401141213111477677', '0x1843237457', '科大智能', '732830VVL5VSYY1', '妙可蓝多', '731558VRTFVT7F6', '2020-11-06 10:45:43', '普通发票', '10.82%', 206, 65206, 65412, 4, 4, '6kg', 1604630743978387100, '0x10911129012187650151']
['0x41481512441512710112121310131351319210928461815', '0x7248401295', '华荣股份', '7372401S01HNR08', '聚辰股份', '7319047HA2DM8U0', '2020-11-06 10:45:43', '普通发票', '16.69%', 508, 100603, 101111, 2, 3, '4kg', 1604630743978387100, '0x731119678612811122413']
['0x051791220102100159991333121441304846610', '0x4387305995', '宏和科技', '733827SG9M9USLX', '晶华新材', '735238QU5746C17', '2020-11-06 10:45:43', '专业发票', '17.85%', 169, 93024, 93193, 3, 4, '6kg', 1604630743978387100, '0x95153111281536011151578']
['0x631511928103121210431236711226294815651437', '0x6620760566', '上海九百', '731115X7YEW5BL0', '古鳌科技', '735089TDWX0TW69', '2020-11-06 10:45:43', '专业发票', '18.2%', 755, 53674, 54429, 3, 1, '11kg', 1604630743978387100, '0x61248011213420681291']
['0x8515641215246669413121709462451051227124', '0x3690078611', '爱普股份', '7385691CXW3L5B6', '海顺新材', '734748UAO3E7SC3', '2020-11-06 10:45:43', '专业发票', '19.93%', 759, 88362, 89121, 3, 2, '9kg', 1604630743978387100, '0x5407478612311250415']
['0x1011913454501301111354141401413116111315354311', '0x9456675024', '氯碱化工', '733610M2DUADG00', '锦江酒店', '730688D1J3XCAC0', '2020-11-06 10:45:43', '普通发票', '15.02%', 609, 101036, 101645, 1, 1, '2kg', 1604630743978387100, '0x111141521215300641021212']
['0x6020213115714143715491251153771112378622', '0x6059849544', '中远海发', '734338ULCG7TM33', '旗天科技', '739917AU6DQ2Y25', '2020-11-06 10:45:43', '普通发票', '10.11%', 1064, 47191, 48255, 3, 2, '8kg', 1604630743978387100, '0x25131156138153132115144']
['0x009104824101312413713221111314211513118151111811', '0x0137920991', '菲林格尔', '7313040BPF80YMX', '良信电器', '731974JGB72L8C0', '2020-11-06 10:45:43', '增值税发票', '18.61%', 515, 43788, 44303, 1, 2, '10kg', 1604630743978387100, '0x7118025111176144317']
['0x31010727151611125191112737310125131221210412', '0x6706960882', '天海防务', '735895GTW8V03F9', '上海亚虹', '730749V2MF4FUD7', '2020-11-06 10:45:43', '专业发票', '11.66%', 728, 106305, 107033, 1, 3, '6kg', 1604630743978387100, '0x7761051314745151354310']
['0x15401312108141401212141192311490430414145215', '0x9632076313', '上海新阳', '730561WBXHCUJ4X', '世茂股份', '739529HJRYA7T44', '2020-11-06 10:45:43', '专业发票', '11.88%', 797, 78413, 79210, 3, 1, '1kg', 1604630743978387100, '0x1310101121414362215141514']
['0x83100141088112913502111361111211512181511513913', '0x6730603932', '绿庭投资', '732243JAO5UMVO0', 'ST岩石', '730457JP1BB2KG5', '2020-11-06 10:45:43', '普通发票', '13.53%', 296, 88778, 89074, 1, 1, '2kg', 1604630743979371900, '0x11451991226012615137']
['0x1013381261051414103108391572443111135132911110', '0x4086601568', '润达医疗', '736876ODGJOQIS4', '天玑科技', '739093RODNBA4U7', '2020-11-06 10:45:43', '增值税发票', '11.47%', 853, 98433, 99286, 3, 3, '8kg', 1604630743979371900, '0x7510571412111010210957']
['0x8012131214141487120141144151013641213141012058921', '0x5158192334', '翔港科技', '737570R8NXR99FX', '上海电影', '731929JNI82P4C5', '2020-11-06 10:45:43', '普通发票', '11.65%', 342, 13348, 13690, 2, 1, '2kg', 1604630743979371900, '0x128706141044159368111']
['0x14788615977141110137913129403014109201251210', '0x9544728227', '东方明珠', '737278RMY1Y6001', '三爱富', '731154VB73S8NY0', '2020-11-06 10:45:43', '专业发票', '13.21%', 707, 37698, 38405, 2, 4, '2kg', 1604630743979371900, '0x41436651111434715611']
['0x7915341011858611415312141012084126331312151112', '0x8427705858', '上实发展', '735615U0QXPTMP6', 'ST沪科', '737385Q2XESW4N3', '2020-11-06 10:45:43', '专业发票', '15.12%', 1080, 67534, 68614, 3, 2, '2kg', 1604630743979371900, '0x214142312151194865635']
['0x580151345961312167113023111032012111101270', '0x4585276514', '金枫酒业', '735047TV94IS5I8', '浦东金桥', '733574U9OE1OFX4', '2020-11-06 10:45:43', '增值税发票', '13.96%', 656, 83541, 84197, 2, 4, '10kg', 1604630743979371900, '0x121014091415461314091039']
['0x129361511101014133011925631281112101292118314142', '0x6077525735', '光明地产', '734710V7233GV56', '透景生命', '736446KTH55TKQ3', '2020-11-06 10:45:43', '专业发票', '11.74%', 933, 57066, 57999, 1, 1, '8kg', 1604630743979371900, '0x5119901407272675610']
['0x91101320658102971108151401015121113945077114', '0x4856186912', '上海物贸', '733037YEJG1PBI9', '全筑股份', '733576F5SD6NC45', '2020-11-06 10:45:43', '普通发票', '16.63%', 102, 57367, 57469, 4, 3, '3kg', 1604630743979371900, '0x513121315131211256591511']
['0x150118181121156431163710901281382149411130', '0x9357687564', '爱建集团', '731914A97V77CU6', '巴安水务', '734156KOPSU5JQ5', '2020-11-06 10:45:43', '增值税发票', '11.18%', 359, 21139, 21498, 4, 3, '7kg', 1604630743979893000, '0x9022912161468980154']
['0x14151540111211113101476111101715132451015611715', '0x5736501680', '紫江企业', '735474V8WSKU8M0', '招商轮船', '736591EPX2ELQE9', '2020-11-06 10:45:43', '普通发票', '14.27%', 182, 99621, 99803, 4, 1, '9kg', 1604630743979893000, '0x2116024110111515607117']
['0x91177711321478131001411714811433101484839115', '0x7284356303', '思源电气', '73994732QUV1XE0', 'ST岩石', '730457JP1BB2KG5', '2020-11-06 10:45:43', '专业发票', '15.55%', 697, 37326, 38023, 4, 4, '1kg', 1604630743979893000, '0x9711612151321011510213910']
['0x1951213391151320811147141015214413407754124', '0x3948793512', '润欣科技', '739937L6YA0SRD0', '开开实业', '7311720HCR3HQT4', '2020-11-06 10:45:43', '专业发票', '18.89%', 603, 60043, 60646, 3, 2, '2kg', 1604630743979893000, '0x215512658611010143120']
['0x111454821511310721514815610014151166571181144', '0x6270038423', '上海环境', '738233PBCS3DBL3', '保隆科技', '731114ANPJPBH71', '2020-11-06 10:45:43', '专业发票', '15.5%', 784, 32267, 33051, 4, 1, '5kg', 1604630743979893000, '0x91559051085153713270']
['0x739510365410959911120122175810713923214', '0x3393612694', '璞泰来', '7347026SMUGEPV1', '永利股份', '738082QB080WVA3', '2020-11-06 10:45:43', '普通发票', '14.91%', 466, 54086, 54552, 1, 2, '8kg', 1604630743979893000, '0x391141053130111314121374']
['0x10176415215136114121461151011146121514109811104', '0x8736456011', '汉得信息', '735830YQTWOXGO3', 'ST长投', '733374B9KLS6S06', '2020-11-06 10:45:43', '增值税发票', '17.74%', 630, 98757, 99387, 2, 4, '3kg', 1604630743979893000, '0x412614131111446157141246']
['0x11512602121112912121310101010111041536112149610117', '0x6555788498', '威尔泰', '739185FCFOYGHBX', '鼎捷软件', '738245L775DFQR4', '2020-11-06 10:45:43', '普通发票', '11.27%', 226, 87249, 87475, 1, 2, '4kg', 1604630743979893000, '0x1213141511141513121014128614']
['0x4381314151511611468136491291425162131261494', '0x3530676442', '中化国际', '739874L8BDK4J56', '新华传媒', '7396682JSLTBNH8', '2020-11-06 10:45:43', '专业发票', '19.68%', 566, 60826, 61392, 1, 4, '5kg', 1604630743980396500, '0x971520147871111124657']
['0x92010213725055815941815072314124151481135', '0x8828207462', '强生控股', '737120FLLHCKL70', 'ST中安', '737455LFIPCUEE4', '2020-11-06 10:45:43', '普通发票', '16.89%', 592, 102137, 102729, 1, 1, '3kg', 1604630743980396500, '0x13814960110945527159']
['0x391410134131211310330735912316121510366131406', '0x1345922896', '上海钢联', '7399005G79UCVY8', '维宏股份', '734905HMDA7PDF9', '2020-11-06 10:45:43', '普通发票', '10.71%', 413, 89641, 90054, 2, 2, '8kg', 1604630743980396500, '0x5111151590151315211412210']
['0x14961133156141113126871313613151215104582152534', '0x0514148824', '现代制药', '736977KDKUD1AG5', '华鑫股份', '739063KTAA7OHO7', '2020-11-06 10:45:43', '增值税发票', '14.04%', 206, 50702, 50908, 2, 2, '1kg', 1604630743980396500, '0x1009151340101466181381']
['0x81113313101081410118989462759101073312151812', '0x1624567436', '富瀚微', '731294241FWESA8', '永冠新材', '732606QA6Y4MCP0', '2020-11-06 10:45:43', '普通发票', '12.29%', 394, 83590, 83984, 3, 3, '11kg', 1604630743980396500, '0x3199147100367137772']
['0x110885364121212515621161021381310111151241415', '0x7371996178', '雅运股份', '7320064G5K6KY09', '格尔软件', '7356204QBST0040', '2020-11-06 10:45:43', '增值税发票', '15.43%', 278, 74071, 74349, 1, 4, '6kg', 1604630743980396500, '0x394141110501486111213410']
['0x67110514912314151821015114353711121111104135', '0x5951706076', '华铭智能', '732727TKKEQGR27', '雅运股份', '7320064G5K6KY09', '2020-11-06 10:45:43', '普通发票', '16.04%', 464, 31276, 31740, 3, 4, '3kg', 1604630743980396500, '0x9111488412111141508152']
['0x321106271181401109611131061012811114101905148', '0x5925970764', '振华重工', '7304037HH6A8XM6', '新华传媒', '7396682JSLTBNH8', '2020-11-06 10:45:43', '专业发票', '13.45%', 818, 58554, 59372, 4, 4, '9kg', 1604630743980396500, '0x15111159111014714120144511']
['0x961518792886310147584241314491968131712', '0x3594378112', '紫江企业', '735474V8WSKU8M0', '风语筑', '7361005EPY6I8A9', '2020-11-06 10:45:43', '专业发票', '12.94%', 734, 94196, 94930, 4, 3, '3kg', 1604630743980396500, '0x7912149061174961138']
['0x15413107071035104151410838013115102119615126', '0x7018942293', '大名城', '731979HS4YE90X5', '剑桥科技', '730572JDQHTPX05', '2020-11-06 10:45:43', '普通发票', '17.19%', 186, 94753, 94939, 4, 3, '7kg', 1604630743980396500, '0x3628535131212101431135']
['0x4681161501574731614415331581127257790113', '0x3631135227', '号百控股', '730460TU01YHP88', '上海钢联', '7399005G79UCVY8', '2020-11-06 10:45:43', '专业发票', '12.84%', 794, 104040, 104834, 3, 3, '9kg', 1604630743980396500, '0x123121121008107279646']
['0x313151001561551511170111439131110015241271394106', '0x7509368901', '丰华股份', '739994PMBILTC41', '耀皮玻璃', '73145750J4TIA14', '2020-11-06 10:45:43', '普通发票', '10.32%', 986, 100624, 101610, 1, 4, '9kg', 1604630743980396500, '0x9312351589626611108']
['0x141311412402311612124632386103128013312810148', '0x2134869826', '海利生物', '736779TB2F4YC93', '大智慧', '737166PKJ1ISGX7', '2020-11-06 10:45:43', '专业发票', '13.14%', 510, 78055, 78565, 2, 1, '7kg', 1604630743980396500, '0x54712437711012431227']
['0x10141141514139111573291215141540648111121117115', '0x4146608311', '上海钢联', '7399005G79UCVY8', '徕木股份', '7373156T606ROC8', '2020-11-06 10:45:43', '增值税发票', '15.9%', 1062, 71396, 72458, 2, 4, '10kg', 1604630743980396500, '0x15212323111011311396115']
['0x15651131231112341000212131112852136114341112153', '0x9645957223', '康达新材', '7391739NQT6ROD9', '卫宁健康', '735980FGEJ72SC0', '2020-11-06 10:45:43', '普通发票', '13.8%', 473, 41137, 41610, 2, 3, '11kg', 1604630743980396500, '0x61201128915814126515211']
['0x11111314139331521310498459057141432147471557', '0x1715142620', '大智慧', '737166PKJ1ISGX7', 'ST中安', '737455LFIPCUEE4', '2020-11-06 10:45:43', '专业发票', '13.34%', 378, 71904, 72282, 4, 2, '6kg', 1604630743980396500, '0x69771821210129171209']
