['0x55114013152588910956813910102115718105111', '0x7660452519', '克来机电', '731077BFO5WFVE0', '力盛赛车', '7319402V7M3FSN4', '2020-11-06 10:45:43', '普通发票', '15.48%', 491, 75552, 76043, 2, 2, '7kg', 1604630743902777200, '0x513139334121141231312115']
['0x99112113732155711714611214415010479081344', '0x2658282919', '宏和科技', '733827SG9M9USLX', '巴安水务', '734156KOPSU5JQ5', '2020-11-06 10:45:43', '普通发票', '13.25%', 974, 35197, 36171, 3, 3, '5kg', 1604630743910178900, '0x107878521351159352']
['0x1311386015156113101151514301723444121141483', '0x3544828254', '上海九百', '731115X7YEW5BL0', '岱美股份', '7377832LFXY42B8', '2020-11-06 10:45:43', '增值税发票', '15.67%', 202, 63371, 63573, 1, 3, '4kg', 1604630743910178900, '0x75151311116553121213141214']
['0x1515115103157931145061521281051131213661311513', '0x8228835040', '上海瀚讯', '7388580KH1G8XC2', '上海莱士', '738228RGSDL42H5', '2020-11-06 10:45:43', '专业发票', '19.35%', 956, 22063, 23019, 4, 4, '10kg', 1604630743910178900, '0x42124111064111821001412']
['0x106914521158471421311101145111107214641213131112', '0x6597178993', '东富龙', '731887ICQKDTBR1', '顺灏股份', '738962FEXP7C5E0', '2020-11-06 10:45:43', '专业发票', '17.35%', 971, 101075, 102046, 4, 4, '6kg', 1604630743910178900, '0x901178291513661331387']
['0x13313871512113881150114814212361081147214175', '0x0288036455', '国泰君安', '732937RPHHXXOC5', '威派格', '732934IEPT3VCR2', '2020-11-06 10:45:43', '专业发票', '17.52%', 215, 44502, 44717, 1, 1, '6kg', 1604630743910178900, '0x116914130661251020010']
['0x1512411155124010121144123137281051101114615', '0x7974312242', '畅联股份', '735690Q7MIUXB64', '华鑫股份', '739063KTAA7OHO7', '2020-11-06 10:45:43', '普通发票', '19.12%', 748, 77722, 78470, 4, 3, '10kg', 1604630743910178900, '0x1503146122111011111131140']
['0x801314739121410612153151215111208081381211685', '0x3812625001', '巴安水务', '734156KOPSU5JQ5', '中远海发', '734338ULCG7TM33', '2020-11-06 10:45:43', '增值税发票', '18.62%', 907, 35441, 36348, 3, 1, '8kg', 1604630743910178900, '0x00415112122610106113151']
['0x111304159013810645141511027710521230435913', '0x3952044550', '上海银行', '738717X6KKTAO3X', '透景生命', '736446KTH55TKQ3', '2020-11-06 10:45:43', '普通发票', '18.63%', 972, 105161, 106133, 2, 1, '1kg', 1604630743910178900, '0x14371010132101511421237']
['0x3309212121413118133522312151464114105720121312', '0x9164343381', '恒为科技', '7329568NWIBM1B3', '嘉麟杰', '733979FK8NVYNT3', '2020-11-06 10:45:43', '普通发票', '15.63%', 820, 28930, 29750, 2, 3, '1kg', 1604630743911177700, '0x562621541216202220']
['0x61214975510147312137121581312911510814996203', '0x2473302953', '华铭智能', '732727TKKEQGR27', '科博达', '734084BYDM98AE7', '2020-11-06 10:45:43', '普通发票', '11.76%', 1016, 17688, 18704, 2, 1, '7kg', 1604630743911177700, '0x91012611712101313121101133']
['0x9811681311510712132124100132151212137107151113606', '0x3768043113', '上海沪工', '735445NUVO6HK44', '上海新阳', '730561WBXHCUJ4X', '2020-11-06 10:45:43', '专业发票', '12.25%', 1029, 91456, 92485, 4, 1, '10kg', 1604630743911177700, '0x144102210101513134102012']
['0x51615149116691513661111191113131910133111317116', '0x3259204389', '城地股份', '737145NMSSW1CK1', '昊海生科', '736326ROHSMAYW6', '2020-11-06 10:45:43', '普通发票', '19.7%', 850, 19427, 20277, 3, 2, '5kg', 1604630743911177700, '0x06377681761412131192']
['0x111141102215297106151515310615121381514712497124', '0x1405107159', '交通银行', '736776U6SW94297', '信息发展', '732897N308J4BK4', '2020-11-06 10:45:43', '普通发票', '16.62%', 433, 109051, 109484, 3, 1, '1kg', 1604630743911177700, '0x2267141510781515147046']
['0x14611001313106051121315102117415841885111414125', '0x8570153668', '上海机场', '736805HWF9QNNC5', '畅联股份', '735690Q7MIUXB64', '2020-11-06 10:45:43', '专业发票', '18.61%', 123, 78807, 78930, 3, 3, '5kg', 1604630743911177700, '0x1412313126603910103518']
['0x14391510513711415121313693114409349141415514', '0x5059738966', 'ST岩石', '730457JP1BB2KG5', '延华智能', '737055XVKT065P9', '2020-11-06 10:45:43', '普通发票', '13.76%', 296, 31738, 32034, 2, 1, '6kg', 1604630743911177700, '0x21181121412741213158285']
['0x3510033101471115215311242291213147121431254143', '0x5508665429', '海欣股份', '735730MIQ0ALLJ4', '北特科技', '7331264G7YJI7B9', '2020-11-06 10:45:43', '增值税发票', '18.13%', 249, 66465, 66714, 1, 1, '10kg', 1604630743911699300, '0x13315760905131381214107']
['0x9111213010744106214861271011571411042861412', '0x3149361230', '徕木股份', '7373156T606ROC8', '世茂股份', '739529HJRYA7T44', '2020-11-06 10:45:43', '专业发票', '18.64%', 627, 19109, 19736, 4, 3, '1kg', 1604630743911699300, '0x01366001466920641511']
['0x114101273151280111511706648816092239131078', '0x1866394831', '华虹计通', '731091EL2JQF4AX', '上海凤凰', '731126D8LAHXH10', '2020-11-06 10:45:43', '普通发票', '16.73%', 601, 48089, 48690, 3, 1, '8kg', 1604630743911699300, '0x10132207861597081183']
['0x12167111158811134954145510116313143139271072', '0x7523687052', '汉得信息', '735830YQTWOXGO3', '海欣股份', '735730MIQ0ALLJ4', '2020-11-06 10:45:43', '专业发票', '12.33%', 662, 36105, 36767, 3, 2, '11kg', 1604630743911699300, '0x150131133153115004944']
['0x129159131124611014577913561236613155184128', '0x0301006527', '天宸股份', '73679221H4MFHJ8', '沃施股份', '739108USVBJMV83', '2020-11-06 10:45:43', '增值税发票', '17.65%', 376, 35684, 36060, 1, 1, '2kg', 1604630743911699300, '0x57120129101497824027']
['0x50451413564301034214415147914214111151271595', '0x6104478058', '氯碱化工', '733610M2DUADG00', '宝钢包装', '732110OOWW63K24', '2020-11-06 10:45:43', '专业发票', '17.05%', 183, 83844, 84027, 4, 1, '1kg', 1604630743911699300, '0x215091297109110591213']
['0x48341610494931309102140713421201111401329', '0x6281079951', '海立股份', '734075SM23UXDT4', '拉夏贝尔', '73292660BSX7AIX', '2020-11-06 10:45:43', '专业发票', '11.53%', 540, 23512, 24052, 2, 1, '8kg', 1604630743911699300, '0x147141412353817108413']
['0x9514110532114621093111211711153909512314', '0x3528879636', '徕木股份', '7373156T606ROC8', '昊海生科', '736326ROHSMAYW6', '2020-11-06 10:45:43', '专业发票', '18.09%', 667, 31239, 31906, 2, 1, '3kg', 1604630743911699300, '0x371411891011122860850']
['0x113689376156505140712510159711210121511953', '0x4740539032', '剑桥科技', '730572JDQHTPX05', '天玑科技', '739093RODNBA4U7', '2020-11-06 10:45:43', '普通发票', '19.67%', 574, 67098, 67672, 4, 4, '7kg', 1604630743912203400, '0x72999131497125158043']
['0x515142501174271110136111176968714131215714151014', '0x1090323413', '大智慧', '737166PKJ1ISGX7', '中国太保', '7328842Q69Q0QJ1', '2020-11-06 10:45:43', '普通发票', '16.31%', 281, 42406, 42687, 2, 1, '8kg', 1604630743912203400, '0x081114615911114153710511']
['0x111401044121911152149814140826452223282149', '0x6583296077', '东方财富', '7373367NFM873UX', '上海银行', '738717X6KKTAO3X', '2020-11-06 10:45:43', '增值税发票', '17.69%', 225, 54433, 54658, 4, 4, '11kg', 1604630743912203400, '0x142984514132108307131']
['0x13111212135113711128100611734211181014212611331', '0x2946344848', '华谊集团', '734111DBL850569', '晶丰明源', '7347372A9BX0IL4', '2020-11-06 10:45:43', '普通发票', '10.61%', 719, 48764, 49483, 3, 1, '10kg', 1604630743912203400, '0x1613141012151301471111143']
['0x615013061221076135131241139140134145110784013', '0x6328523543', '浦东金桥', '733574U9OE1OFX4', '卫宁健康', '735980FGEJ72SC0', '2020-11-06 10:45:43', '增值税发票', '11.51%', 479, 99948, 100427, 4, 3, '5kg', 1604630743912203400, '0x12130334914119149131429']
['0x411625195931198089151325381227112126088', '0x6482979775', '剑桥科技', '730572JDQHTPX05', '上海建工', '732912DBHM76VWX', '2020-11-06 10:45:43', '普通发票', '11.42%', 1034, 48300, 49334, 1, 3, '6kg', 1604630743912203400, '0x7647141310515713812869']
['0x21371495118151451501552150975312121141399913', '0x4187601604', '普元信息', '7359276QNU45K35', '雅运股份', '7320064G5K6KY09', '2020-11-06 10:45:43', '增值税发票', '12.76%', 609, 84756, 85365, 1, 2, '7kg', 1604630743912203400, '0x141413102610412108041013']
['0x1013151109133659814401173211148760100739913', '0x0420755872', '上汽集团', '739487RMLNASKP9', '中华企业', '73915701H5QLXT6', '2020-11-06 10:45:43', '普通发票', '13.05%', 1074, 44663, 45737, 1, 3, '10kg', 1604630743912203400, '0x97281211124101713136114']
['0x1034104154151561130014106358136741521281073', '0x7699671064', '华域汽车', '736195P9OS45392', '金枫酒业', '735047TV94IS5I8', '2020-11-06 10:45:43', '普通发票', '17.43%', 1061, 60636, 61697, 1, 2, '7kg', 1604630743912203400, '0x1510061015102157116914110']
['0x01361511495141232111127119241111245119831088', '0x8337756718', '东方财富', '7373367NFM873UX', '凯利泰', '739016XI5KO3BU8', '2020-11-06 10:45:43', '增值税发票', '15.78%', 979, 81649, 82628, 3, 4, '10kg', 1604630743912203400, '0x0101210141571314109432145']
['0x05791256118111542281511109913813127712429', '0x2488989477', '富瀚微', '731294241FWESA8', '上工申贝', '734630V36POYMC2', '2020-11-06 10:45:43', '增值税发票', '11.45%', 1085, 70579, 71664, 3, 2, '6kg', 1604630743912203400, '0x13213131912841011371']
['0x6511173141512117126156144871006141061339116', '0x9508465371', '金枫酒业', '735047TV94IS5I8', '雅运股份', '7320064G5K6KY09', '2020-11-06 10:45:43', '专业发票', '19.77%', 1015, 33672, 34687, 2, 3, '4kg', 1604630743912203400, '0x4138812813150121088567']
['0x111101013703511411810156154131184914651372111111', '0x6710692355', '上海物贸', '733037YEJG1PBI9', '上海电影', '731929JNI82P4C5', '2020-11-06 10:45:43', '普通发票', '17.23%', 736, 56533, 57269, 2, 2, '10kg', 1604630743912203400, '0x11414113381181091243714']
['0x1385714415710104055424941821412101335312110', '0x5306075834', '上海石化', '73810463XNW9XX5', '欧普照明', '732181O2IWRQ7P1', '2020-11-06 10:45:43', '普通发票', '13.62%', 581, 80162, 80743, 1, 4, '9kg', 1604630743912203400, '0x3432034358114311014']
['0x46941510949808131113123525458146145121010012', '0x6897887920', '上海洗霸', '730623QPOXS2QF0', '科泰电源', '7334375PVF7SOV9', '2020-11-06 10:45:43', '普通发票', '17.94%', 246, 53229, 53475, 2, 1, '11kg', 1604630743913209400, '0x1590141346800141213107']
['0x01101511360157141310812585541314149391585102', '0x4770005064', '昂立教育', '7314705HCSPI4H6', '心脉医疗', '737353FBNQSLS11', '2020-11-06 10:45:43', '专业发票', '17.08%', 582, 88919, 89501, 3, 1, '1kg', 1604630743913209400, '0x812355102110113591258']
['0x71141256414102977552314141013971514101411011015', '0x5023475157', 'ST游久', '734494GFE9MASR1', '宝钢包装', '732110OOWW63K24', '2020-11-06 10:45:43', '增值税发票', '11.63%', 107, 45252, 45359, 1, 4, '5kg', 1604630743913209400, '0x11113611515141712661412']
['0x115119261497134018148135063126521112271289', '0x7492586709', '天永智能', '735398PI8IM35V2', '上海机电', '739017PGDOY03Y9', '2020-11-06 10:45:43', '普通发票', '18.61%', 107, 107867, 107974, 3, 4, '7kg', 1604630743913209400, '0x14776215125131411121411104']
['0x134534148881138514213158015112115168816119', '0x2778175698', '天永智能', '735398PI8IM35V2', '顺灏股份', '738962FEXP7C5E0', '2020-11-06 10:45:43', '普通发票', '16.84%', 984, 98367, 99351, 2, 1, '5kg', 1604630743913209400, '0x148598140161261122134']
['0x1211111081268137153975010111211713162105401', '0x2856621134', '汇得科技', '733768RX5OM53Q3', '永利股份', '738082QB080WVA3', '2020-11-06 10:45:43', '专业发票', '15.34%', 369, 13347, 13716, 4, 3, '3kg', 1604630743913209400, '0x767319715111118123712']
['0x2621269631775513478127101186137106014101', '0x4085183005', '中国船舶', '7399465MHRXA5K5', '光明地产', '734710V7233GV56', '2020-11-06 10:45:43', '增值税发票', '14.28%', 969, 105582, 106551, 3, 1, '6kg', 1604630743913209400, '0x13512939159412581191213']
['0x2111141348140321214081111799903119150141381510', '0x8529381465', '上柴股份', '730422AT9W1L2MX', '振华重工', '7304037HH6A8XM6', '2020-11-06 10:45:43', '专业发票', '13.7%', 947, 10645, 11592, 3, 4, '8kg', 1604630743913209400, '0x8214413101411155143990']
['0x143651513110111510582761012411138361111821513', '0x0533744854', '中路股份', '731720LJNC238Y3', '优刻得', '734884BPHUJYY37', '2020-11-06 10:45:43', '普通发票', '15.02%', 362, 90863, 91225, 1, 4, '5kg', 1604630743913209400, '0x2913142128023411311313']
['0x6821402721518810264391269151100102514529', '0x7012952255', '陆家嘴', '734250N6QT428U7', '古鳌科技', '735089TDWX0TW69', '2020-11-06 10:45:43', '普通发票', '17.23%', 939, 55317, 56256, 1, 3, '10kg', 1604630743913209400, '0x713321134121414013141513']
['0x056116112151411742361344031483112153871302', '0x5403693860', '中国核建', '7336417CGJ9SL35', '艾艾精工', '737554D5T4139J6', '2020-11-06 10:45:43', '专业发票', '17.8%', 228, 46722, 46950, 1, 3, '5kg', 1604630743913209400, '0x771451131165141481068']
['0x138106130114014151246122204723514713715314', '0x9740712535', '新朋股份', '735120MK0AYVQP2', '上汽集团', '739487RMLNASKP9', '2020-11-06 10:45:43', '专业发票', '12.92%', 607, 36215, 36822, 2, 4, '8kg', 1604630743913209400, '0x515878103612614141581513']
['0x1559615613471453912111510515531014410015107653', '0x0283467783', '东方航空', '7385243VRE8KYG2', '中颖电子', '739439P60C8CSO6', '2020-11-06 10:45:43', '专业发票', '18.7%', 610, 19159, 19769, 4, 2, '4kg', 1604630743913209400, '0x14575332930861110911']
['0x4111212159205141510314114428146108811112091311', '0x2353582970', '妙可蓝多', '731558VRTFVT7F6', '天玑科技', '739093RODNBA4U7', '2020-11-06 10:45:43', '普通发票', '19.34%', 991, 92000, 92991, 2, 3, '1kg', 1604630743913209400, '0x16642774104113110714']
['0x01265131010115039330740121513450140733105', '0x3353593695', '百联股份', '733459OUGAJ3EC1', '上海电影', '731929JNI82P4C5', '2020-11-06 10:45:43', '增值税发票', '12.49%', 653, 64839, 65492, 3, 4, '11kg', 1604630743913209400, '0x8124231561413510111153']
['0x51541310113831561224374103123283131111014926', '0x2158296526', '晶华新材', '735238QU5746C17', '开开实业', '7311720HCR3HQT4', '2020-11-06 10:45:43', '增值税发票', '15.91%', 636, 64508, 65144, 2, 4, '10kg', 1604630743914210600, '0x1041141515010021395467']
['0x01403911513151531115231812511015134231401458', '0x4028601683', '水星家纺', '737158JDC38B944', '新文化', '732516K86BH9EY0', '2020-11-06 10:45:43', '专业发票', '12.42%', 622, 39763, 40385, 4, 1, '11kg', 1604630743914210600, '0x151211310390313121123100']
['0x32412114110121141133139142120211513311593113', '0x2868608828', '全筑股份', '733576F5SD6NC45', '上海九百', '731115X7YEW5BL0', '2020-11-06 10:45:43', '普通发票', '10.49%', 867, 34070, 34937, 3, 4, '10kg', 1604630743914210600, '0x913159521191510441331114']
['0x091314141471373311410801011212821429313211115', '0x4108748331', '古鳌科技', '735089TDWX0TW69', '徐家汇', '7365211MU3P3P5X', '2020-11-06 10:45:43', '专业发票', '18.19%', 789, 34482, 35271, 2, 1, '11kg', 1604630743914210600, '0x13217337102215245131']
['0x1313915211424119521133512151160141588133115147', '0x8247486834', '力盛赛车', '7319402V7M3FSN4', '上海建工', '732912DBHM76VWX', '2020-11-06 10:45:43', '普通发票', '19.8%', 529, 55426, 55955, 4, 3, '9kg', 1604630743914210600, '0x138181283014151107438']
['0x5737121871414121581251311141414121515156121316124', '0x9637019072', '天永智能', '735398PI8IM35V2', '鼎捷软件', '738245L775DFQR4', '2020-11-06 10:45:43', '普通发票', '11.01%', 684, 30440, 31124, 1, 4, '2kg', 1604630743914210600, '0x65109143014612311125124']
['0x12141055141292397821404210104119515714913135', '0x1067914951', '力盛赛车', '7319402V7M3FSN4', '亚通股份', '737707HEPL9AF52', '2020-11-06 10:45:43', '普通发票', '18.38%', 197, 91269, 91466, 2, 4, '5kg', 1604630743914210600, '0x61011713910108111738140']
['0x12193714101440118131349041289915141496814702', '0x9339762793', '氯碱化工', '733610M2DUADG00', '拉夏贝尔', '73292660BSX7AIX', '2020-11-06 10:45:43', '专业发票', '14.05%', 842, 48839, 49681, 4, 3, '10kg', 1604630743914210600, '0x091119646439411187']
['0x7143122136112132312314119141213841221213984108', '0x8294598549', '上海临港', '733845U5RN6RSK5', '安硕信息', '739758Q85U0J5T6', '2020-11-06 10:45:43', '普通发票', '13.88%', 416, 22592, 23008, 1, 4, '4kg', 1604630743914210600, '0x12656112111551511141036']
['0x1149011281270205128611561368588512161287', '0x7650395879', '大众交通', '733492JTWEWF2Y1', '威派格', '732934IEPT3VCR2', '2020-11-06 10:45:43', '专业发票', '19.12%', 939, 17789, 18728, 3, 2, '1kg', 1604630743914210600, '0x241171191321315360000']
['0x23151592101510857110714881921210103113780512', '0x7411665216', '新朋股份', '735120MK0AYVQP2', '交通银行', '736776U6SW94297', '2020-11-06 10:45:43', '专业发票', '11.61%', 609, 14385, 14994, 3, 1, '3kg', 1604630743914210600, '0x1112141400112411128107120']
['0x6413049116456141310211851471014341101010136', '0x4344791419', 'ST游久', '734494GFE9MASR1', '恒为科技', '7329568NWIBM1B3', '2020-11-06 10:45:43', '普通发票', '18.52%', 697, 68832, 69529, 4, 2, '7kg', 1604630743914210600, '0x31591159111121561111214']
['0x15100074012341306109126321501014131531211500', '0x5224889601', '上工申贝', '734630V36POYMC2', '金力泰', '7317969P4JTFW20', '2020-11-06 10:45:43', '专业发票', '11.79%', 1069, 36451, 37520, 1, 4, '2kg', 1604630743914210600, '0x9131131411123148810101511']
['0x14133109153930171324509106570801315103318', '0x4186592584', '上海沪工', '735445NUVO6HK44', '中微公司', '731893EMEDQ7502', '2020-11-06 10:45:43', '增值税发票', '14.83%', 766, 58048, 58814, 4, 2, '3kg', 1604630743914210600, '0x51014101134148911119645']
['0x503641003112387061908061120101049151485', '0x5208902445', '网达软件', '737066QDWMRRYM2', '良信电器', '731974JGB72L8C0', '2020-11-06 10:45:43', '专业发票', '18.85%', 1069, 81553, 82622, 1, 2, '7kg', 1604630743915209600, '0x91121318011512710931']
